DateOccured,MonthReportedtoMSHP,Count,Crime,District,Neighborhood,XCoord,YCoord,TMAX  ,TMIN  
2012-09-05,2012-09,1,142320,1,16,891517.6,997405.6,300.0,206.0
2012-09-05,2012-09,1,67701,7,52,888412.4,1031994.0,300.0,206.0
2012-09-05,2012-09,1,69602,3,30,896774.3,1006005.0,300.0,206.0
2012-09-05,2012-09,1,73413,4,36,906667.9,1018950.0,300.0,206.0
2012-09-05,2012-09,1,51112,3,27,891387.7,1011989.0,300.0,206.0
2012-09-05,2012-09,1,142320,4,36,905362.3,1016200.0,300.0,206.0
2012-09-05,2012-09,1,265321,9,38,892490.9,1021649.0,300.0,206.0
2012-09-05,2012-09,1,51312,3,18,899993.4,1002885.0,300.0,206.0
2012-09-05,2012-09,1,265321,9,59,899007.8,1025988.0,300.0,206.0
2012-09-05,2012-09,1,241100,1,18,898779.8,1002200.0,300.0,206.0
2012-09-05,2012-09,1,265321,3,24,897916.5,1008451.0,300.0,206.0
2012-09-06,2012-09,1,64701,7,47,884144.9,1025927.0,333.0,200.0
2012-09-06,2012-09,1,51212,2,9,877748.4,1005940.0,333.0,200.0
2012-09-06,2012-09,1,265321,8,58,895414.9,1026650.0,333.0,200.0
2012-09-06,2012-09,1,43026,1,16,891033.4,999044.9,333.0,200.0
2012-09-06,2012-09,1,43013,9,37,894906.8,1020188.0,333.0,200.0
2012-09-06,2012-09,1,182999,3,21,903943.1,1010655.0,333.0,200.0
2012-09-06,2012-09,1,63701,1,1,888524.2,991611.8,333.0,200.0
2012-09-06,2012-09,1,229999,4,35,909520.3,1018744.0,333.0,200.0
2012-09-06,2012-09,1,178200,4,35,907934.9,1017356.0,333.0,200.0
2012-09-06,2012-09,1,32111,8,58,894799.9,1026113.0,333.0,200.0
2012-09-06,2012-09,1,182250,3,30,898857.7,1007851.0,333.0,200.0
2012-09-06,2012-09,1,51312,3,19,897423.3,1003747.0,333.0,200.0
2012-09-06,2012-09,1,211000,2,14,879793.5,1005732.0,333.0,200.0
2012-09-06,2012-09,1,91113,3,19,898367.8,1003871.0,333.0,200.0
2012-09-06,2012-09,1,91113,3,19,898367.8,1003871.0,333.0,200.0
2012-09-06,2012-09,1,229999,4,36,904757.6,1018225.0,333.0,200.0
2012-09-06,2012-09,1,64701,7,47,883306.3,1025181.0,333.0,200.0
2012-09-06,2012-09,1,63701,9,38,892822.0,1021958.0,333.0,200.0
2012-09-06,2012-09,1,229999,4,35,909520.3,1018744.0,333.0,200.0
2012-09-06,2012-09,1,142320,1,16,895717.1,1000485.0,333.0,200.0
2012-09-06,2012-09,1,92000,9,37,901374.6,1019237.0,333.0,200.0
2012-09-06,2012-09,1,71013,8,55,891962.5,1032101.0,333.0,200.0
2012-09-06,2012-09,1,71013,6,72,890440.9,1043796.0,333.0,200.0
2012-09-06,2012-09,1,41011,3,19,896009.6,1004451.0,333.0,200.0
2012-09-06,2012-09,1,41011,3,19,896009.6,1004451.0,333.0,200.0
2012-09-06,2012-09,1,41021,3,19,896009.6,1004451.0,333.0,200.0
2012-09-06,2012-09,1,41021,3,19,896009.6,1004451.0,333.0,200.0
2012-09-06,2012-09,1,63701,3,19,893516.4,1004609.0,333.0,200.0
2012-09-06,2012-09,1,265321,4,35,909582.9,1016768.0,333.0,200.0
2012-09-06,2012-09,1,265321,9,38,893414.3,1021641.0,333.0,200.0
2012-09-06,2012-09,1,265321,9,38,894092.9,1021472.0,333.0,200.0
2012-09-06,2012-09,1,183400,4,36,903904.8,1018757.0,333.0,200.0
2012-09-06,2012-09,1,142320,9,37,897527.6,1018368.0,333.0,200.0
2012-09-06,2012-09,1,73313,4,36,905329.7,1018161.0,333.0,200.0
2012-09-06,2012-09,1,229999,4,35,908438.1,1017047.0,333.0,200.0
2012-09-06,2012-09,1,130000,3,19,894521.1,1003532.0,333.0,200.0
2012-09-06,2012-09,1,182400,3,25,895751.5,1007882.0,333.0,200.0
2012-09-06,2012-09,1,69702,5,65,904900.3,1028906.0,333.0,200.0
2012-09-06,2012-09,1,91114,5,66,903042.8,1033644.0,333.0,200.0
2012-09-06,2012-09,1,91114,5,66,903042.8,1033644.0,333.0,200.0
2012-09-06,2012-09,1,183400,4,36,905384.8,1018379.0,333.0,200.0
2012-09-06,2012-09,1,67601,5,83,898709.4,1031010.0,333.0,200.0
2012-09-06,2012-09,1,64701,3,25,894447.3,1008403.0,333.0,200.0
2012-09-06,2012-09,1,204100,9,31,899971.1,1014834.0,333.0,200.0
2012-09-06,2012-09,1,32111,8,56,898009.1,1031013.0,333.0,200.0
2012-09-06,2012-09,1,266999,8,56,898009.1,1031013.0,333.0,200.0
2012-09-06,2012-09,1,265321,3,13,886571.9,1011751.0,333.0,200.0
2012-09-06,2012-09,1,265321,3,13,886930.8,1012659.0,333.0,200.0
2012-09-06,2012-09,1,91303,6,86,892165.7,1046888.0,333.0,200.0
2012-09-06,2012-09,1,65701,6,74,897867.1,1044452.0,333.0,200.0
2012-09-06,2012-09,1,64701,4,35,909937.1,1016130.0,333.0,200.0
2012-09-06,2012-09,1,66701,2,14,882774.8,1007100.0,333.0,200.0
2012-09-06,2012-09,1,241100,3,19,893507.8,1004763.0,333.0,200.0
2012-09-06,2012-09,1,51322,7,46,880802.1,1026215.0,333.0,200.0
2012-09-06,2012-09,1,67701,7,51,885248.8,1027486.0,333.0,200.0
2012-09-06,2012-09,1,63601,2,7,879568.8,1004479.0,333.0,200.0
2012-09-06,2012-09,1,43023,6,73,892496.8,1047675.0,333.0,200.0
2012-09-06,2012-09,1,91123,6,73,892496.8,1047675.0,333.0,200.0
2012-09-06,2012-09,1,63701,9,38,888111.0,1026049.0,333.0,200.0
2012-09-06,2012-09,1,64701,9,38,888549.0,1024878.0,333.0,200.0
2012-09-06,2012-09,1,266999,6,71,893139.7,1038926.0,333.0,200.0
2012-09-06,2012-09,1,142320,6,71,893139.7,1038926.0,333.0,200.0
2012-09-06,2012-09,1,73313,2,40,887218.9,1018721.0,333.0,200.0
2012-09-06,2012-09,1,64601,4,36,905459.8,1019591.0,333.0,200.0
2012-09-06,2012-09,1,67701,1,16,891816.9,997575.6,333.0,200.0
2012-09-06,2012-09,1,43012,6,76,890510.9,1045503.0,333.0,200.0
2012-09-06,2012-09,1,182400,4,36,904757.6,1018225.0,333.0,200.0
2012-09-06,2012-09,1,229999,4,36,904565.6,1017746.0,333.0,200.0
2012-09-06,2012-09,1,250000,4,35,909506.4,1018199.0,333.0,200.0
2012-09-06,2012-09,1,266510,4,33,904123.1,1013942.0,333.0,200.0
2012-09-06,2012-09,1,250000,4,62,909715.5,1020016.0,333.0,200.0
2012-09-06,2012-09,1,64701,9,39,890066.3,1017361.0,333.0,200.0
2012-09-06,2012-09,1,229999,3,21,905263.1,1010676.0,333.0,200.0
2012-09-06,2012-09,1,65701,3,23,899863.8,1010787.0,333.0,200.0
2012-09-06,2012-09,1,229999,4,36,904078.6,1018984.0,333.0,200.0
2012-09-06,2012-09,1,229999,4,36,904409.8,1018318.0,333.0,200.0
2012-09-06,2012-09,1,66701,9,59,898337.4,1024456.0,333.0,200.0
2012-09-06,2012-09,1,178200,4,36,904192.1,1018087.0,333.0,200.0
2012-09-06,2012-09,1,265321,6,68,897630.3,1034220.0,333.0,200.0
2012-09-06,2012-09,1,41011,3,19,895905.3,1003798.0,333.0,200.0
2012-09-06,2012-09,1,65701,7,52,887916.6,1033293.0,333.0,200.0
2012-09-06,2012-09,1,64711,3,26,896232.8,1012137.0,333.0,200.0
2012-09-06,2012-09,1,69703,4,36,904866.4,1016679.0,333.0,200.0
2012-09-06,2012-09,1,69702,3,15,887757.7,1005132.0,333.0,200.0
2012-09-06,2012-09,1,250000,4,36,905241.9,1018191.0,333.0,200.0
2012-09-06,2012-09,1,142320,2,9,877191.2,1005882.0,333.0,200.0
2012-09-06,2012-09,1,63601,4,36,903731.7,1018016.0,333.0,200.0
2012-09-06,2012-09,1,31421,6,71,892272.6,1040231.0,333.0,200.0
2012-09-06,2012-09,1,241100,2,10,879459.1,1015255.0,333.0,200.0
2012-09-06,2012-09,1,182130,1,16,893055.9,1000912.0,333.0,200.0
2012-09-06,2012-09,1,65701,4,64,910626.9,1022779.0,333.0,200.0
2012-09-06,2012-09,1,142320,2,44,878002.4,1018070.0,333.0,200.0
2012-09-06,2012-09,1,67701,3,25,893788.8,1005469.0,333.0,200.0
2012-09-06,2012-09,1,142320,3,18,898802.8,1005021.0,333.0,200.0
2012-09-06,2012-09,1,142320,3,21,903684.3,1009519.0,333.0,200.0
2012-09-06,2012-09,1,241100,9,28,892109.9,1014203.0,333.0,200.0
2012-09-06,2012-09,1,265321,1,16,889033.7,1002862.0,333.0,200.0
2012-09-06,2012-09,1,229999,7,51,885447.8,1029731.0,333.0,200.0
2012-09-06,2012-09,1,91303,4,60,904374.2,1024178.0,333.0,200.0
2012-09-06,2012-09,1,182250,5,66,903322.8,1035581.0,333.0,200.0
2012-09-06,2012-09,1,71040,1,16,894739.9,1000348.0,333.0,200.0
2012-09-06,2012-09,1,182999,7,50,886706.6,1031909.0,333.0,200.0
2012-09-06,2012-09,1,69703,4,35,908743.9,1016075.0,333.0,200.0
2012-09-06,2012-09,1,51312,9,38,889183.6,1025751.0,333.0,200.0
2012-09-06,2012-09,1,142320,3,27,894190.4,1011405.0,333.0,200.0
2012-09-06,2012-09,1,182250,6,72,888961.0,1043676.0,333.0,200.0
2012-09-06,2012-09,1,41013,3,21,904728.3,1009888.0,333.0,200.0
2012-09-06,2012-09,1,41013,3,21,904728.3,1009888.0,333.0,200.0
2012-09-06,2012-09,1,41013,3,21,904728.3,1009888.0,333.0,200.0
2012-09-06,2012-09,1,31421,3,25,893530.5,1004900.0,333.0,200.0
2012-09-06,2012-09,1,31111,4,36,903631.4,1018088.0,333.0,200.0
2012-09-06,2012-09,-1,31111,4,36,903631.4,1018088.0,333.0,200.0
2012-09-06,2012-09,1,241100,6,69,891566.9,1035732.0,333.0,200.0
2012-09-06,2012-09,1,51211,6,72,889824.6,1043074.0,333.0,200.0
2012-09-06,2012-09,1,52312,4,35,908952.8,1018432.0,333.0,200.0
2012-09-06,2012-09,1,142320,6,73,891169.8,1048160.0,333.0,200.0
2012-09-06,2012-09,1,52312,4,35,907503.5,1014633.0,333.0,200.0
2012-09-06,2012-09,1,91114,6,74,895094.5,1051645.0,333.0,200.0
2012-09-06,2012-09,1,73313,1,5,886064.4,1000032.0,333.0,200.0
2012-09-06,2012-09,1,52212,2,42,879284.6,1017292.0,333.0,200.0
2012-09-06,2012-09,1,266510,2,41,883501.3,1018059.0,333.0,200.0
2012-09-06,2012-09,1,51312,1,16,890858.3,1002445.0,333.0,200.0
2012-09-06,2012-09,1,71040,3,15,890865.8,1004286.0,333.0,200.0
2012-09-06,2012-09,1,51322,8,55,890470.9,1032189.0,333.0,200.0
2012-09-06,2012-09,1,51322,1,16,894562.9,1000715.0,333.0,200.0
2012-09-06,2012-09,1,91114,4,35,907483.0,1018737.0,333.0,200.0
2012-09-06,2012-09,1,51122,5,67,901101.1,1031830.0,333.0,200.0
2012-09-06,2012-09,1,43013,4,36,904816.3,1019384.0,333.0,200.0
2012-09-06,2012-09,1,91113,6,79,902764.0,1037246.0,333.0,200.0
2012-09-06,2012-09,1,69602,1,1,891402.9,996941.3,333.0,200.0
2012-09-06,2012-09,1,51122,8,53,889215.7,1026663.0,333.0,200.0
2012-09-06,2012-09,1,51112,6,69,891746.9,1036176.0,333.0,200.0
2012-09-06,2012-09,1,265321,8,53,888989.4,1027800.0,333.0,200.0
2012-09-06,2012-09,1,71013,9,39,887745.9,1017937.0,333.0,200.0
2012-09-06,2012-09,1,250000,2,40,887350.8,1017818.0,333.0,200.0
2012-09-06,2012-09,1,265321,6,68,897879.1,1034599.0,333.0,200.0
2012-09-06,2012-09,1,52312,7,50,888208.2,1036680.0,333.0,200.0
2012-09-06,2012-09,1,67601,1,17,895522.1,998374.9,333.0,200.0
2012-09-06,2012-09,1,91114,7,47,881595.6,1025120.0,333.0,200.0
2012-09-06,2012-09,1,142320,9,59,900979.4,1022364.0,333.0,200.0
2012-09-06,2012-09,1,91114,6,74,894688.1,1052232.0,333.0,200.0
2012-09-07,2012-09,1,64601,2,8,875272.8,999909.2,339.0,178.0
2012-09-07,2012-09,1,31111,3,27,890094.8,1011492.0,339.0,178.0
2012-09-07,2012-09,1,41013,1,1,893706.5,993009.8,339.0,178.0
2012-09-07,2012-09,1,266999,7,78,880733.3,1033256.0,339.0,178.0
2012-09-07,2012-09,1,43203,2,13,883569.9,1010907.0,339.0,178.0
2012-09-07,2012-09,1,182250,7,48,880206.7,1032021.0,339.0,178.0
2012-09-07,2012-09,1,44012,7,51,887700.3,1026787.0,339.0,178.0
2012-09-07,2012-09,1,31111,5,59,898617.8,1029107.0,339.0,178.0
2012-09-07,2012-09,1,142320,3,25,896213.1,1007888.0,339.0,178.0
2012-09-07,2012-09,1,52212,3,30,898222.3,1007848.0,339.0,178.0
2012-09-07,2012-09,1,265321,3,23,899889.7,1011549.0,339.0,178.0
2012-09-07,2012-09,1,265321,9,38,887408.4,1020858.0,339.0,178.0
2012-09-07,2012-09,1,64711,3,26,894483.1,1011990.0,339.0,178.0
2012-09-07,2012-09,1,265321,6,71,894378.8,1039017.0,339.0,178.0
2012-09-07,2012-09,1,10000,6,74,896465.3,1050756.0,339.0,178.0
2012-09-07,2012-09,1,264100,6,74,895047.4,1051810.0,339.0,178.0
2012-09-07,2012-09,1,91123,8,57,894701.4,1029313.0,339.0,178.0
2012-09-07,2012-09,1,43015,5,59,898668.6,1027874.0,339.0,178.0
2012-09-07,2012-09,1,69702,6,71,895018.6,1040068.0,339.0,178.0
2012-09-07,2012-09,1,69702,6,71,894983.1,1040118.0,339.0,178.0
2012-09-07,2012-09,1,69702,6,71,895133.6,1039899.0,339.0,178.0
2012-09-07,2012-09,1,69702,6,71,895106.1,1039939.0,339.0,178.0
2012-09-07,2012-09,1,69702,6,71,895154.1,1039870.0,339.0,178.0
2012-09-07,2012-09,1,241100,2,82,882235.4,1023717.0,339.0,178.0
2012-09-07,2012-09,1,264100,6,68,898179.0,1036175.0,339.0,178.0
2012-09-07,2012-09,1,264100,6,68,898081.9,1036309.0,339.0,178.0
2012-09-07,2012-09,1,264100,6,68,898081.9,1036309.0,339.0,178.0
2012-09-07,2012-09,1,265321,5,59,899378.6,1030654.0,339.0,178.0
2012-09-07,2012-09,1,266510,4,33,904372.6,1013342.0,339.0,178.0
2012-09-07,2012-09,1,41013,3,18,899443.8,1004150.0,339.0,178.0
2012-09-07,2012-09,1,51112,4,61,906256.9,1022439.0,339.0,178.0
2012-09-07,2012-09,1,63701,8,56,897215.0,1031689.0,339.0,178.0
2012-09-07,2012-09,1,265321,6,74,894914.8,1049659.0,339.0,178.0
2012-09-07,2012-09,1,69702,3,19,895827.0,1004181.0,339.0,178.0
2012-09-07,2012-09,1,64701,1,6,883822.7,998654.1,339.0,178.0
2012-09-07,2012-09,1,91113,8,54,890091.6,1028716.0,339.0,178.0
2012-09-07,2012-09,1,265321,5,66,904661.3,1034060.0,339.0,178.0
2012-09-07,2012-09,1,71013,4,61,905470.1,1021695.0,339.0,178.0
2012-09-07,2012-09,1,91114,1,1,891009.6,996626.4,339.0,178.0
2012-09-07,2012-09,1,63701,2,8,878653.4,1004650.0,339.0,178.0
2012-09-07,2012-09,1,43203,1,16,892943.1,1001276.0,339.0,178.0
2012-09-07,2012-09,1,91113,7,51,888326.1,1030363.0,339.0,178.0
2012-09-07,2012-09,-1,91113,7,51,888326.1,1030363.0,339.0,178.0
2012-09-07,2012-09,1,91123,9,29,894852.6,1015265.0,339.0,178.0
2012-09-07,2012-09,1,91123,9,29,894852.6,1015265.0,339.0,178.0
2012-09-07,2012-09,1,265321,9,38,889079.5,1021157.0,339.0,178.0
2012-09-07,2012-09,1,43013,9,59,898413.2,1025490.0,339.0,178.0
2012-09-07,2012-09,1,51312,9,59,898068.8,1025684.0,339.0,178.0
2012-09-07,2012-09,1,183400,1,2,889108.1,989447.9,339.0,178.0
2012-09-07,2012-09,1,63701,3,25,893788.8,1005469.0,339.0,178.0
2012-09-07,2012-09,1,51322,7,78,881630.8,1032263.0,339.0,178.0
2012-09-07,2012-09,1,67601,4,32,902384.4,1013800.0,339.0,178.0
2012-09-07,2012-09,1,265321,5,67,902483.9,1032209.0,339.0,178.0
2012-09-07,2012-09,1,65701,9,39,892088.9,1018170.0,339.0,178.0
2012-09-07,2012-09,1,265321,5,64,903883.1,1035759.0,339.0,178.0
2012-09-07,2012-09,1,66601,7,46,878631.6,1025485.0,339.0,178.0
2012-09-07,2012-09,1,142320,9,38,894092.9,1021472.0,339.0,178.0
2012-09-07,2012-09,1,265321,7,50,883394.1,1034380.0,339.0,178.0
2012-09-07,2012-09,1,91113,6,74,895710.9,1052054.0,339.0,178.0
2012-09-07,2012-09,1,51312,6,76,890687.7,1046532.0,339.0,178.0
2012-09-07,2012-09,1,91123,8,53,888503.4,1026317.0,339.0,178.0
2012-09-07,2012-09,1,91123,8,53,888503.4,1026317.0,339.0,178.0
2012-09-07,2012-09,1,142320,5,67,902501.0,1032025.0,339.0,178.0
2012-09-07,2012-09,1,265321,1,16,891333.2,998388.1,339.0,178.0
2012-09-07,2012-09,1,42011,5,67,901816.9,1030392.0,339.0,178.0
2012-09-07,2012-09,1,264100,8,58,895064.2,1025964.0,339.0,178.0
2012-09-07,2012-09,1,264100,8,58,895359.4,1025800.0,339.0,178.0
2012-09-07,2012-09,1,211000,3,25,893908.3,1005171.0,339.0,178.0
2012-09-07,2012-09,1,64601,4,36,905704.1,1019717.0,339.0,178.0
2012-09-07,2012-09,1,64601,2,9,873144.3,1006140.0,339.0,178.0
2012-09-07,2012-09,1,264100,7,46,878645.6,1026324.0,339.0,178.0
2012-09-07,2012-09,1,91123,8,55,892094.1,1034516.0,339.0,178.0
2012-09-07,2012-09,1,91123,8,55,892094.1,1034516.0,339.0,178.0
2012-09-07,2012-09,1,91114,7,50,888183.1,1034600.0,339.0,178.0
2012-09-07,2012-09,1,91113,8,53,889762.1,1029318.0,339.0,178.0
2012-09-07,2012-09,1,72113,7,51,886682.6,1031080.0,339.0,178.0
2012-09-07,2012-09,1,265321,2,13,883797.8,1009638.0,339.0,178.0
2012-09-07,2012-09,1,63701,3,21,904809.5,1009602.0,339.0,178.0
2012-09-07,2012-09,1,64601,4,32,902289.4,1015204.0,339.0,178.0
2012-09-07,2012-09,1,69702,9,59,898696.0,1024268.0,339.0,178.0
2012-09-07,2012-09,1,52312,3,22,900140.4,1006568.0,339.0,178.0
2012-09-07,2012-09,1,65701,1,16,890690.6,999312.3,339.0,178.0
2012-09-07,2012-09,1,265321,5,67,902537.8,1031617.0,339.0,178.0
2012-09-07,2012-09,1,142320,5,66,903059.8,1032572.0,339.0,178.0
2012-09-07,2012-09,-1,265321,5,67,902537.8,1031617.0,339.0,178.0
2012-09-07,2012-09,1,65701,1,1,889846.9,991235.1,339.0,178.0
2012-09-07,2012-09,1,63701,4,35,907779.2,1018012.0,339.0,178.0
2012-09-07,2012-09,1,67701,9,38,888055.6,1022028.0,339.0,178.0
2012-09-07,2012-09,1,69602,9,39,887178.8,1015619.0,339.0,178.0
2012-09-07,2012-09,1,266400,6,68,897129.1,1034418.0,339.0,178.0
2012-09-07,2012-09,1,91114,9,29,893591.0,1014227.0,339.0,178.0
2012-09-07,2012-09,1,265321,7,47,884106.8,1024205.0,339.0,178.0
2012-09-07,2012-09,1,241100,2,11,880616.8,1010805.0,339.0,178.0
2012-09-07,2012-09,1,71040,9,38,891566.3,1021582.0,339.0,178.0
2012-09-07,2012-09,1,64701,8,56,895455.1,1032672.0,339.0,178.0
2012-09-07,2012-09,1,142320,4,62,908229.5,1020855.0,339.0,178.0
2012-09-07,2012-09,1,71040,3,22,900545.6,1008670.0,339.0,178.0
2012-09-07,2012-09,1,63701,3,15,891583.8,1004871.0,339.0,178.0
2012-09-07,2012-09,1,91114,8,54,890940.5,1026838.0,339.0,178.0
2012-09-07,2012-09,1,266999,8,54,890940.5,1026838.0,339.0,178.0
2012-09-07,2012-09,1,65701,9,38,891962.7,1022330.0,339.0,178.0
2012-09-07,2012-09,1,265321,3,15,892367.7,1004056.0,339.0,178.0
2012-09-07,2012-09,1,91114,6,69,897362.6,1036262.0,339.0,178.0
2012-09-07,2012-09,1,91114,6,69,897362.6,1036262.0,339.0,178.0
2012-09-07,2012-09,1,142320,7,46,878385.3,1027341.0,339.0,178.0
2012-09-07,2012-09,1,64701,7,46,878235.2,1027360.0,339.0,178.0
2012-09-07,2012-09,1,71013,3,15,892423.8,1007017.0,339.0,178.0
2012-09-07,2012-09,1,91114,8,57,894301.9,1030040.0,339.0,178.0
2012-09-07,2012-09,1,51211,8,57,894109.0,1028410.0,339.0,178.0
2012-09-07,2012-09,1,142320,7,50,883785.6,1034762.0,339.0,178.0
2012-09-07,2012-09,1,142320,4,36,903383.0,1020259.0,339.0,178.0
2012-09-07,2012-09,1,67601,3,15,885264.2,1004756.0,339.0,178.0
2012-09-07,2012-09,1,72113,3,23,899726.6,1010806.0,339.0,178.0
2012-09-07,2012-09,1,52212,2,14,885849.8,1007356.0,339.0,178.0
2012-09-07,2012-09,1,266510,4,33,904146.8,1014715.0,339.0,178.0
2012-09-07,2012-09,1,142320,9,59,899307.5,1021736.0,339.0,178.0
2012-09-07,2012-09,1,266999,9,59,899307.5,1021736.0,339.0,178.0
2012-09-07,2012-09,1,142320,2,9,872721.1,1006418.0,339.0,178.0
2012-09-07,2012-09,1,71013,3,19,895459.0,1003074.0,339.0,178.0
2012-09-07,2012-09,1,73413,8,53,889377.6,1026450.0,339.0,178.0
2012-09-07,2012-09,1,63701,7,48,877305.8,1027712.0,339.0,178.0
2012-09-07,2012-09,1,142320,4,62,908605.4,1021005.0,339.0,178.0
2012-09-07,2012-09,1,65701,7,52,888227.8,1034459.0,339.0,178.0
2012-09-07,2012-09,1,265321,7,50,885216.6,1037707.0,339.0,178.0
2012-09-07,2012-09,1,142320,9,38,891061.4,1022825.0,339.0,178.0
2012-09-07,2012-09,1,182250,7,48,881568.8,1030687.0,339.0,178.0
2012-09-07,2012-09,1,182130,5,65,905709.6,1030623.0,339.0,178.0
2012-09-07,2012-09,1,95100,4,32,901841.7,1014127.0,339.0,178.0
2012-09-07,2012-09,1,31111,6,74,895962.4,1051620.0,339.0,178.0
2012-09-07,2012-09,1,182400,8,56,898038.3,1028434.0,339.0,178.0
2012-09-07,2012-09,1,64711,2,9,873614.6,1007194.0,339.0,178.0
2012-09-07,2012-09,1,182400,7,48,882743.6,1030845.0,339.0,178.0
2012-09-07,2012-09,1,266999,7,48,882743.6,1030845.0,339.0,178.0
2012-09-07,2012-09,1,266999,7,48,882743.6,1030845.0,339.0,178.0
2012-09-07,2012-09,1,182130,1,4,881785.8,996419.9,339.0,178.0
2012-09-07,2012-09,1,41011,9,37,900798.4,1020879.0,339.0,178.0
2012-09-07,2012-09,1,142320,1,16,892812.2,999767.4,339.0,178.0
2012-09-07,2012-09,1,67601,9,39,891534.1,1017455.0,339.0,178.0
2012-09-07,2012-09,1,65701,4,62,909140.3,1020612.0,339.0,178.0
2012-09-07,2012-09,1,182250,5,66,901205.0,1034381.0,339.0,178.0
2012-09-07,2012-09,1,266999,6,76,890723.1,1046893.0,339.0,178.0
2012-09-07,2012-09,1,151130,6,76,890723.1,1046893.0,339.0,178.0
2012-09-07,2012-09,1,265321,2,44,876157.1,1017912.0,339.0,178.0
2012-09-07,2012-09,1,91113,4,35,907654.5,1015161.0,339.0,178.0
2012-09-07,2012-09,1,182250,4,36,906829.6,1019285.0,339.0,178.0
2012-09-07,2012-09,1,142320,2,9,874509.8,1005381.0,339.0,178.0
2012-09-07,2012-09,1,265321,3,15,892090.6,1005233.0,339.0,178.0
2012-09-07,2012-09,1,67601,9,77,896930.7,1021874.0,339.0,178.0
2012-09-07,2012-09,1,142320,1,17,896676.4,998998.5,339.0,178.0
2012-09-07,2012-09,1,265321,4,61,906647.9,1022689.0,339.0,178.0
2012-09-07,2012-09,1,142320,1,2,888348.3,985681.3,339.0,178.0
2012-09-07,2012-09,1,51112,1,1,890154.6,994201.9,339.0,178.0
2012-09-07,2012-09,1,265321,2,6,879699.7,997939.2,339.0,178.0
2012-09-07,2012-09,1,51222,6,69,894157.7,1036873.0,339.0,178.0
2012-09-07,2012-09,1,91114,7,47,883159.8,1024767.0,339.0,178.0
2012-09-07,2012-09,1,64701,2,9,872672.4,1003082.0,339.0,178.0
2012-09-07,2012-09,1,266999,7,47,883159.8,1024767.0,339.0,178.0
2012-09-07,2012-09,1,142320,6,86,897208.8,1045886.0,339.0,178.0
2012-09-07,2012-09,1,151110,7,51,886025.9,1028804.0,339.0,178.0
2012-09-07,2012-09,1,91123,6,72,889822.0,1044307.0,339.0,178.0
2012-09-07,2012-09,1,265321,8,56,894640.5,1033196.0,339.0,178.0
2012-09-07,2012-09,1,262100,3,27,893201.8,1010618.0,339.0,178.0
2012-09-07,2012-09,1,51312,3,22,899766.1,1006050.0,339.0,178.0
2012-09-07,2012-09,1,115400,3,15,891456.4,1004460.0,339.0,178.0
2012-09-07,2012-09,1,51112,3,22,900284.8,1006163.0,339.0,178.0
2012-09-07,2012-09,1,265321,9,38,889537.3,1021388.0,339.0,178.0
2012-09-07,2012-09,1,266999,3,15,891576.4,1003568.0,339.0,178.0
2012-09-07,2012-09,1,266999,3,15,891576.4,1003568.0,339.0,178.0
2012-09-07,2012-09,1,266510,4,36,903731.7,1018016.0,339.0,178.0
2012-09-07,2012-09,1,51112,1,1,891324.0,994737.3,339.0,178.0
2012-09-07,2012-09,1,92000,3,19,897404.0,1003751.0,339.0,178.0
2012-09-07,2012-09,1,265321,4,62,909771.3,1021248.0,339.0,178.0
2012-09-07,2012-09,1,250000,3,23,900076.9,1011929.0,339.0,178.0
2012-09-08,2012-09,1,64701,2,9,873184.4,1005319.0,233.0,150.0
2012-09-08,2012-09,1,142320,6,68,896340.5,1033912.0,233.0,150.0
2012-09-08,2012-09,1,65701,3,30,896789.1,1007202.0,233.0,150.0
2012-09-08,2012-09,1,71030,4,61,906256.9,1022439.0,233.0,150.0
2012-09-08,2012-09,1,64701,6,69,896140.2,1036330.0,233.0,150.0
2012-09-08,2012-09,1,263130,4,35,908187.4,1018534.0,233.0,150.0
2012-09-08,2012-09,1,265321,3,20,908733.8,1013132.0,233.0,150.0
2012-09-08,2012-09,1,41011,6,69,893896.6,1036427.0,233.0,150.0
2012-09-08,2012-09,1,64601,3,21,903972.0,1010079.0,233.0,150.0
2012-09-08,2012-09,1,67701,3,18,899101.3,1004045.0,233.0,150.0
2012-09-08,2012-09,1,241100,4,35,907484.9,1015799.0,233.0,150.0
2012-09-08,2012-09,1,266510,4,36,0.0,0.0,233.0,150.0
2012-09-08,2012-09,1,52212,9,31,898653.8,1012903.0,233.0,150.0
2012-09-08,2012-09,1,64601,4,35,908981.4,1017325.0,233.0,150.0
2012-09-08,2012-09,1,21000,4,36,906389.8,1018559.0,233.0,150.0
2012-09-08,2012-09,1,182400,4,36,904537.6,1018285.0,233.0,150.0
2012-09-08,2012-09,1,91113,3,22,900577.7,1005923.0,233.0,150.0
2012-09-08,2012-09,1,64601,4,35,911033.1,1018134.0,233.0,150.0
2012-09-08,2012-09,1,65701,6,71,892331.2,1041438.0,233.0,150.0
2012-09-08,2012-09,1,64601,8,53,888061.9,1027871.0,233.0,150.0
2012-09-08,2012-09,1,142320,4,33,904242.9,1013127.0,233.0,150.0
2012-09-08,2012-09,1,43013,7,52,889721.8,1032829.0,233.0,150.0
2012-09-08,2012-09,1,43013,7,78,884755.1,1031313.0,233.0,150.0
2012-09-08,2012-09,1,71013,6,74,896851.1,1047627.0,233.0,150.0
